ID base 10,ID base 16,Byte 0,Byte 1,Value 1,Byte 2,Byte 3,Value 2,Byte 4,Byte 5,Value 3,Byte 6,Byte 7,Value 4
992,3E7,10,171,2731,10,71,2631,0,0,0,0,0,0
999,3E5,3,245,1013,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E9,0,0,0,3,181,949,0,0,0,0,0,0
1001,29E,0,0,0,0,0,0,3,133,901,0,0,0
670,361,0,9,9,78,239,20207,205,12,52492,151,165,38821
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,37F,3,245,1013,0,0,0,0,0,0,0,0,0
895,361,4,84,1108,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,368,0,9,9,18,57,4665,127,101,32613,37,221,9693
872,3E5,3,228,996,0,0,0,0,0,0,0,0,0
997,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,3EA,3,245,1013,0,0,0,0,0,0,0,0,0
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,360,0,0,0,3,181,949,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E9,0,0,0,3,181,949,0,0,0,0,0,0
1001,361,0,0,0,0,0,0,3,133,901,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3EA,0,9,9,96,122,24698,115,93,29533,41,190,10686
1002,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,37F,3,245,1013,0,0,0,0,0,0,0,0,0
895,3E5,4,83,1107,0,0,0,0,0,0,0,0,0
997,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,360,0,9,9,9,253,2557,188,214,48342,230,108,58988
864,3E0,0,0,0,3,180,948,0,0,0,0,0,0
992,3E5,10,171,2731,10,71,2631,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,180,948,0,0,0,0,0,0
994,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,362,0,0,0,3,180,948,0,0,0,0,0,0
866,3E9,0,0,0,0,0,0,255,230,65510,0,0,0
1001,361,0,0,0,0,0,0,3,133,901,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,36B,0,9,9,109,34,27938,12,137,3209,86,187,22203
875,37F,3,245,1013,0,0,0,0,0,0,0,0,0
895,3E5,4,81,1105,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,368,0,9,9,57,235,14827,153,168,39336,195,163,50083
872,361,3,228,996,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,372,0,0,0,0,0,0,0,0,0,0,0,0
882,369,0,118,118,0,0,0,252,11,64523,3,245,1013
873,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36F,0,0,0,0,0,0,0,0,0,0,0,0
879,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,180,948,0,0,0,0,0,0
994,370,0,0,0,0,0,0,0,0,0,0,0,0
880,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,29E,0,0,0,3,181,949,0,0,0,0,0,0
670,37F,0,9,9,182,58,46650,233,241,59889,179,91,45915
895,36B,4,84,1108,0,0,0,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,29E,3,245,1013,0,0,0,0,0,0,0,0,0
670,368,0,9,9,249,246,63990,95,136,24456,5,162,1442
872,3EA,3,228,996,0,0,0,0,0,0,0,0,0
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,360,0,0,0,3,182,950,0,0,0,0,0,0
864,372,0,0,0,3,181,949,0,0,0,0,0,0
882,361,0,118,118,0,0,0,252,11,64523,3,245,1013
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,36F,0,0,0,0,0,0,3,133,901,0,0,0
879,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,37F,0,9,9,54,254,14078,198,92,50780,156,175,40111
895,360,4,82,1106,0,0,0,0,0,0,0,0,0
864,361,0,0,0,3,181,949,0,0,0,0,0,0
865,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,3E5,3,245,1013,0,0,0,0,0,0,0,0,0
997,36D,0,0,0,0,0,0,0,0,0,0,0,0
877,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,181,949,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,36F,0,0,0,0,0,0,3,133,901,0,0,0
879,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,363,3,245,1013,0,0,0,0,0,0,0,0,0
867,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,361,0,0,0,3,180,948,0,0,0,0,0,0
865,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,362,0,0,0,0,0,0,3,133,901,0,0,0
866,37F,0,0,0,0,0,0,255,230,65510,0,0,0
895,3E5,4,84,1108,0,0,0,0,0,0,0,0,0
997,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,363,3,245,1013,0,0,0,0,0,0,0,0,0
867,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,360,3,245,1013,0,0,0,0,0,0,0,0,0
864,3E0,0,0,0,3,180,948,0,0,0,0,0,0
992,361,10,171,2731,10,71,2631,0,0,0,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E5,0,9,9,252,12,64524,83,151,21399,9,207,2511
997,3E2,0,0,0,0,0,0,0,0,0,0,0,0
994,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,370,0,0,0,0,0,0,0,0,0,0,0,0
880,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,3EA,4,84,1108,0,0,0,0,0,0,0,0,0
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,360,0,0,0,3,181,949,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E6,0,9,9,150,69,38469,188,105,48233,230,226,59106
998,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E0,0,0,0,0,0,0,0,0,0,0,0,0
992,36C,10,171,2731,10,71,2631,0,0,0,0,0,0
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,36E,0,0,0,0,0,0,0,0,0,0,0,0
878,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,369,0,9,9,252,25,64537,89,7,22791,3,164,932
873,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36F,0,0,0,0,0,0,0,0,0,0,0,0
879,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,360,4,84,1108,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36E,0,0,0,3,181,949,0,0,0,0,0,0
878,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,361,0,9,9,138,174,35502,69,148,17812,31,194,8130
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E6,0,0,0,3,181,949,0,0,0,0,0,0
998,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,360,3,245,1013,0,0,0,0,0,0,0,0,0
864,368,0,0,0,3,181,949,0,0,0,0,0,0
872,3EA,3,228,996,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36E,0,0,0,3,181,949,0,0,0,0,0,0
878,372,0,0,0,0,0,0,0,0,0,0,0,0
882,29E,0,118,118,0,0,0,252,11,64523,3,245,1013
670,3E5,0,9,9,97,210,25042,205,71,52551,151,237,38893
997,370,0,0,0,0,0,0,0,0,0,0,0,0
880,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,361,4,82,1106,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E6,0,9,9,181,10,46346,57,199,14791,99,17,25361
998,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,3EA,0,0,0,0,0,0,3,133,901,0,0,0
1002,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,181,949,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E9,0,9,9,191,234,49130,37,3,9475,127,141,32653
1001,37F,0,0,0,0,0,0,3,133,901,0,0,0
895,3E5,4,82,1106,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,3EA,3,245,1013,0,0,0,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,360,0,9,9,120,13,30733,134,123,34427,220,213,56533
864,3E6,0,0,0,3,181,949,0,0,0,0,0,0
998,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,360,3,245,1013,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,181,949,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,3E9,4,84,1108,0,0,0,0,0,0,0,0,0
1001,3E5,0,0,0,0,0,0,3,133,901,0,0,0
997,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,36B,0,0,0,0,0,0,0,0,0,0,0,0
875,363,3,245,1013,0,0,0,0,0,0,0,0,0
867,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E5,0,9,9,199,237,51181,70,62,17982,28,149,7317
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,36C,0,9,9,107,89,27481,23,64,5952,77,64,19776
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,360,3,245,1013,0,0,0,0,0,0,0,0,0
864,3E0,0,0,0,3,182,950,0,0,0,0,0,0
992,361,10,171,2731,10,71,2631,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,369,4,80,1104,0,0,0,0,0,0,0,0,0
873,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,3E5,0,0,0,0,0,0,3,133,901,0,0,0
997,375,0,0,0,0,0,0,0,0,0,0,0,0
885,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36F,0,0,0,0,0,0,0,0,0,0,0,0
879,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E6,0,0,0,3,180,948,0,0,0,0,0,0
998,361,0,0,0,0,0,0,0,0,0,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3EA,0,9,9,186,176,47792,117,82,30034,47,134,12166
1002,368,0,0,0,0,0,0,0,0,0,0,0,0
872,3E5,3,228,996,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,372,4,82,1106,0,0,0,0,0,0,0,0,0
882,3EA,0,118,118,0,0,0,252,11,64523,3,245,1013
1002,360,0,0,0,0,0,0,0,0,0,0,0,0
864,360,0,0,0,3,180,948,0,0,0,0,0,0
864,3E9,0,0,0,3,180,948,0,0,0,0,0,0
1001,29E,0,0,0,0,0,0,3,133,901,0,0,0
670,361,0,9,9,148,55,37943,203,251,52219,145,87,37207
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,375,0,0,0,0,0,0,0,0,0,0,0,0
885,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E6,0,0,0,3,180,948,0,0,0,0,0,0
998,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E0,0,0,0,0,0,0,0,0,0,0,0,0
992,3E7,10,171,2731,10,71,2631,0,0,0,0,0,0
999,3E5,3,245,1013,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,360,4,82,1106,0,0,0,0,0,0,0,0,0
864,368,0,0,0,3,180,948,0,0,0,0,0,0
872,37F,3,228,996,0,0,0,0,0,0,0,0,0
895,361,4,85,1109,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36C,0,0,0,3,181,949,0,0,0,0,0,0
876,372,0,0,0,0,0,0,0,0,0,0,0,0
882,361,0,118,118,0,0,0,252,11,64523,3,245,1013
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36F,0,0,0,0,0,0,0,0,0,0,0,0
879,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36E,0,0,0,3,180,948,0,0,0,0,0,0
878,3E2,0,0,0,0,0,0,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,36F,0,0,0,0,0,0,0,0,0,0,0,0
879,360,0,0,0,0,0,0,0,0,0,0,0,0
864,375,0,0,0,3,181,949,0,0,0,0,0,0
885,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,37F,0,9,9,220,30,56350,0,26,26,90,216,23256
895,3E7,4,84,1108,0,0,0,0,0,0,0,0,0
999,3E5,3,245,1013,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E9,0,0,0,3,182,950,0,0,0,0,0,0
1001,361,0,0,0,0,0,0,3,133,901,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,3E5,0,9,9,243,82,62290,213,115,54643,143,232,36840
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,3EA,3,245,1013,0,0,0,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,361,4,83,1107,0,0,0,0,0,0,0,0,0
865,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,360,0,9,9,43,20,11028,15,73,3913,85,180,21940
864,3E5,0,0,0,3,182,950,0,0,0,0,0,0
997,3E2,0,0,0,0,0,0,0,0,0,0,0,0
994,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,29E,0,0,0,3,181,949,0,0,0,0,0,0
670,361,0,9,9,79,251,20475,84,41,21545,14,191,3775
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E6,0,0,0,0,0,0,0,0,0,0,0,0
998,36C,0,0,0,0,0,0,0,0,0,0,0,0
876,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E0,0,0,0,0,0,0,0,0,0,0,0,0
992,29E,10,171,2731,10,71,2631,0,0,0,0,0,0
670,3E5,0,9,9,19,68,4932,128,115,32883,218,191,55999
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,3E7,0,0,0,0,0,0,0,0,0,0,0,0
999,360,3,245,1013,0,0,0,0,0,0,0,0,0
864,3E2,0,0,0,3,180,948,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,36F,0,0,0,0,0,0,3,133,901,0,0,0
879,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,360,0,9,9,159,226,40930,80,244,20724,10,13,2573
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,180,948,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,36E,0,9,9,35,15,8975,70,45,17965,28,232,7400
878,3E2,0,0,0,0,0,0,0,0,0,0,0,0
994,361,0,0,0,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E9,0,0,0,0,0,0,0,0,0,0,0,0
1001,36F,0,0,0,0,0,0,3,133,901,0,0,0
879,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,363,0,0,0,0,0,0,0,0,0,0,0,0
867,360,0,0,0,0,0,0,0,0,0,0,0,0
864,29E,0,0,0,3,181,949,0,0,0,0,0,0
670,3EA,0,9,9,132,198,33990,132,190,33982,222,60,56892
1002,361,0,0,0,0,0,0,0,0,0,0,0,0
865,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3E6,0,0,0,3,181,949,0,0,0,0,0,0
998,37F,0,0,0,0,0,0,0,0,0,0,0,0
895,361,4,89,1113,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,368,0,0,0,0,0,0,0,0,0,0,0,0
872,3E7,3,228,996,0,0,0,0,0,0,0,0,0
999,3E5,3,245,1013,0,0,0,0,0,0,0,0,0
997,372,0,0,0,0,0,0,0,0,0,0,0,0
882,3E5,0,118,118,0,0,0,252,11,64523,3,245,1013
997,3EA,0,0,0,0,0,0,0,0,0,0,0,0
1002,369,0,0,0,0,0,0,0,0,0,0,0,0
873,360,0,0,0,0,0,0,0,0,0,0,0,0
864,3EA,0,0,0,3,181,949,0,0,0,0,0,0
1002,29E,0,0,0,0,0,0,0,0,0,0,0,0
670,360,0,9,9,203,186,52154,134,139,34443,220,203,56523
864,36B,0,0,0,3,181,949,0,0,0,0,0,0
875,361,3,245,1013,0,0,0,0,0,0,0,0,0
865,3E5,0,0,0,0,0,0,0,0,0,0,0,0
997,3E6,0,0,0,0,0,0,0,0,0,0,0,0
